Decade,CountryDescription,CountryCode,FertilizerKgHa,PesticideKgHa,RyeActualYield,BarleyActualYield,WheatActualYield,IncompleteWarning,InsertedBy
10,Myanmar,MMR,20.757410630460242,0.61,,,1.735714285714286,Y,xyz
88,Namibia,NAM,0.122549019607843,0.07,,,4.55,Y,xyz
98,Namibia,NAM,1.713112474525832,0.07,,,4.418,Y,xyz
08,Namibia,NAM,12.258447222222223,0.07,,,4.55,Y,xyz
80,Nepal,NPL,31.2497845199104,0.03,,0.9299999999999997,1.4099999999999997,Y,xyz
90,Nepal,NPL,39.44418722306079,0.033999999999999996,,0.998,1.5099999999999998,Y,xyz
00,Nepal,NPL,11.603562285215366,0.084,,1.0710000000000002,2.045,Y,xyz
10,Nepal,NPL,56.94698764417888,0.21714285714285714,,1.1842857142857146,2.4199999999999995,Y,xyz
80,Netherlands,NLD,637.770193401593,10.7,4.18,5.42,7.65,N,xyz
90,Netherlands,NLD,570.9365177173598,11.178999999999998,5.187,5.9719999999999995,8.137,N,xyz
00,Netherlands,NLD,347.6394001405463,9.742,4.694,6.083,8.241,N,xyz
10,Netherlands,NLD,266.3789782934224,9.01142857142857,3.875714285714286,6.818571428571429,8.322857142857144,N,xyz
80,New Caledonia,NCL,200.0,1.88,,,0.0,Y,xyz
90,New Caledonia,NCL,175.55555555555583,2.189,,,0.0,Y,xyz
00,New Caledonia,NCL,239.5924369747899,2.692,,,0.0,Y,xyz
10,New Caledonia,NCL,242.17646147560043,1.8257142857142858,,,0.0,Y,xyz
80,New Zealand,NZL,129.716446124764,1.3,,4.64,4.88,Y,xyz
90,New Zealand,NZL,384.7017948585728,1.932,,5.2090000000000005,5.494,Y,xyz
00,New Zealand,NZL,1646.194032548389,8.384,,5.707,6.837999999999999,Y,xyz
10,New Zealand,NZL,1519.208205053577,8.207142857142857,,6.132857142857143,6.87,Y,xyz
80,Nicaragua,NIC,30.7769230769231,0.38,,,,Y,xyz
90,Nicaragua,NIC,20.61216104492723,1.103,,,,Y,xyz
00,Nicaragua,NIC,29.212774878998708,3.729,,,,Y,xyz
10,Nicaragua,NIC,55.66104615794995,2.5,,,,Y,xyz
80,Niger,NER,0.208318231243204,0.01,,,2.89,Y,xyz
90,Niger,NER,0.2804179466409288,0.001,,,2.4370000000000003,Y,xyz
00,Niger,NER,0.3775222703849221,0.0,,,1.6810000000000003,Y,xyz
10,Niger,NER,0.6023877485076635,0.0,,,2.282857142857143,Y,xyz
83,North Macedonia,MKD,12.4794745484401,0.99,1.0699999999999998,1.83,2.1399999999999997,N,xyz
93,North Macedonia,MKD,63.7179976186575,0.642,1.6109999999999995,2.3320000000000003,2.5709999999999997,N,xyz
03,North Macedonia,MKD,61.087952455561506,0.304,2.2279999999999998,2.886,3.0789999999999997,N,xyz
13,North Macedonia,MKD,71.7612741951473,0.215,2.2874999999999996,2.96,3.2749999999999995,N,xyz
80,Norway,NOR,243.709302325581,1.37,2.62,4.15,4.66,N,xyz
90,Norway,NOR,225.1470197975911,0.826,3.3240000000000003,3.45,4.346,N,xyz
00,Norway,NOR,205.27896129104192,0.787,3.6629999999999994,3.6719999999999997,4.388,N,xyz
10,Norway,NOR,195.97922430817957,0.9214285714285715,3.6557142857142857,3.8985714285714286,4.634285714285714,N,xyz
80,Oman,OMN,270.828571428571,0.35,,,2.38,Y,xyz
90,Oman,OMN,242.4072914349278,1.6190000000000002,,,2.536,Y,xyz
00,Oman,OMN,519.9758817976816,2.1420000000000003,,0.0,3.2039999999999997,Y,xyz
10,Oman,OMN,456.7263951414447,4.631428571428572,,0.0,3.834285714285715,Y,xyz
80,Pakistan,PAK,63.6268571428571,0.18,,0.8499999999999996,1.8199999999999998,Y,xyz
90,Pakistan,PAK,79.4770412633001,0.4,,0.9829999999999999,2.072,Y,xyz
00,Pakistan,PAK,117.30297789656723,0.23700000000000002,,0.9359999999999999,2.4839999999999995,Y,xyz
10,Pakistan,PAK,135.85075350766698,0.012857142857142857,,0.9271428571428569,2.8057142857142856,Y,xyz
80,Panama,PAN,77.4789579158317,5.05,,,,Y,xyz
90,Panama,PAN,65.9742364256469,4.090999999999999,,,,Y,xyz
00,Panama,PAN,44.10251736927064,3.311,,,,Y,xyz
10,Panama,PAN,62.95606068268016,2.935714285714286,,,,Y,xyz
80,Papua New Guinea,PNG,64.0625,0.16,,,,Y,xyz
90,Papua New Guinea,PNG,60.13773058782549,0.158,,,,Y,xyz
00,Papua New Guinea,PNG,69.22267550661891,0.122,,,,Y,xyz
10,Papua New Guinea,PNG,105.76738095238086,0.11,,,,Y,xyz
80,Paraguay,PRY,8.49431279620853,1.54,,,1.6600000000000001,Y,xyz
90,Paraguay,PRY,15.073170553295986,3.018,,,1.6940000000000004,Y,xyz
00,Paraguay,PRY,67.23589239507994,4.298,,,2.1050000000000004,Y,xyz
10,Paraguay,PRY,102.60580064128223,4.327142857142857,,,2.185714285714286,Y,xyz
80,Peru,PER,30.0731428571429,0.33,0.41999999999999993,0.9500000000000002,1.08,N,xyz
90,Peru,PER,44.608877990404224,0.337,0.8709999999999998,1.103,1.2270000000000003,N,xyz
00,Peru,PER,84.3790650095309,0.742,0.9269999999999999,1.279,1.3540000000000003,N,xyz
10,Peru,PER,118.10604979367352,1.5957142857142856,1.0357142857142856,1.4757142857142858,1.5114285714285718,N,xyz
80,Poland,POL,107.130942452043,0.37,2.61,3.5900000000000003,3.96,N,xyz
90,Poland,POL,102.50030592932464,0.5820000000000001,2.2849999999999997,2.9240000000000004,3.399,N,xyz
00,Poland,POL,147.7537023136239,1.168,2.4379999999999997,3.1630000000000003,3.886,N,xyz
10,Poland,POL,176.2869799977986,2.06,2.837142857142857,3.681428571428572,4.53,N,xyz
80,Portugal,PRT,118.77133105802,2.99,1.0200000000000005,1.18,1.43,N,xyz
90,Portugal,PRT,121.36062097656679,4.306,0.8719999999999999,1.3579999999999999,1.553,N,xyz
00,Portugal,PRT,167.53553278590192,7.702,0.916,1.64,1.5379999999999998,N,xyz
10,Portugal,PRT,175.74722633423173,6.17,0.87,1.8785714285714283,1.7914285714285714,N,xyz
80,Qatar,QAT,138.0,0.27,,0.0,0.0,Y,xyz
90,Qatar,QAT,172.52820512820526,1.2710000000000001,,0.0,0.0,Y,xyz
00,Qatar,QAT,135.356793344009,4.430000000000001,,0.0,0.0,Y,xyz
10,Qatar,QAT,163.1245936240297,4.0,,0.0,0.0,Y,xyz
80,Romania,ROU,128.306878306878,2.52,2.0200000000000005,3.58,3.2399999999999998,N,xyz
90,Romania,ROU,42.69993810276999,1.701,1.671,2.61,2.517,N,xyz
00,Romania,ROU,43.87196403159993,0.748,2.1450000000000005,2.445,2.627,N,xyz
10,Romania,ROU,56.06355186614949,0.7271428571428571,2.4600000000000004,3.3428571428571425,3.7199999999999998,N,xyz
82,Russia,RUS,41.7398945518453,0.19,1.83,1.85,1.9000000000000001,N,xyz
92,Russia,RUS,13.667084124970302,0.203,1.555,1.5999999999999999,1.666,N,xyz
02,Russia,RUS,13.981290088732669,0.21000000000000002,1.7429999999999999,1.9769999999999999,2.0380000000000003,N,xyz
12,Russia,RUS,17.375371766311282,0.21000000000000002,1.908,2.232,2.588,N,xyz
80,Rwanda,RWA,3.39659090909091,0.13,,,1.1799999999999997,Y,xyz
90,Rwanda,RWA,0.771952585522439,0.145,,,0.96875,Y,xyz
00,Rwanda,RWA,3.2139760280045877,0.28300000000000003,,,0.9279999999999999,Y,xyz
10,Rwanda,RWA,10.054170350091741,1.1742857142857144,,,1.6300000000000001,Y,xyz
80,Saint Kitts and Nevis,KNA,110.25,1.09,,,,Y,xyz
90,Saint Kitts and Nevis,KNA,210.2761904761905,1.3450000000000002,,,,Y,xyz
00,Saint Kitts and Nevis,KNA,36.0010202691456,2.623,,,,Y,xyz
10,Saint Kitts and Nevis,KNA,8.839142857142857,0.6728571428571428,,,,Y,xyz
92,Samoa,WSM,0.769230769230769,0.41,,,,Y,xyz
02,Samoa,WSM,2.698497337542906,1.514,,,,Y,xyz
12,Samoa,WSM,0.4793916837629406,3.054,,,,Y,xyz
80,Saudi Arabia,SAU,144.247787610619,0.29,,3.09,4.65,Y,xyz
90,Saudi Arabia,SAU,105.92423544622523,0.45,,3.09,4.431,Y,xyz
00,Saudi Arabia,SAU,94.25588494637107,1.0870000000000002,,3.09,4.66,Y,xyz
10,Saudi Arabia,SAU,78.99192736808179,1.5085714285714287,,3.09,4.660000000000001,Y,xyz
80,Senegal,SEN,3.80012936610608,0.12,,,,Y,xyz
90,Senegal,SEN,7.901733312202197,0.14,,,,Y,xyz
00,Senegal,SEN,7.629140136324898,0.15,,,,Y,xyz
10,Senegal,SEN,14.626152597402594,0.20428571428571426,,,,Y,xyz
89,Seychelles,SYC,23.0,4.69,,,,Y,xyz
99,Seychelles,SYC,28.666666666666668,5.234444444444445,,,,Y,xyz
09,Seychelles,SYC,444.2444444444444,11.66375,,,,Y,xyz
83,Slovakia,SVK,61.6869398207426,2.41,3.0300000000000002,3.3300000000000005,3.8500000000000005,N,xyz
93,Slovakia,SVK,73.46991212054138,1.9129999999999998,2.644,3.2120000000000006,4.014,N,xyz
03,Slovakia,SVK,89.65476197267796,1.133,3.009,3.5450000000000004,4.154000000000001,N,xyz
13,Slovakia,SVK,119.22980561109449,1.2575,3.51,4.815,5.3875,N,xyz
82,Slovenia,SVN,316.775,5.55,2.5900000000000003,3.2600000000000002,4.19,N,xyz
92,Slovenia,SVN,400.46600713706005,5.444,2.8500000000000005,3.5120000000000005,4.274,N,xyz
02,Slovenia,SVN,302.2204642700773,5.755,3.043,3.907000000000001,4.494000000000001,N,xyz
12,Slovenia,SVN,260.00619457155597,4.394,3.886,4.614,4.982,N,xyz
80,South Africa,ZAF,61.334921875,1.27,0.04999999999999982,2.38,1.0899999999999999,N,xyz
90,South Africa,ZAF,57.02179143745097,1.46,0.09999999999999964,1.738,1.972,N,xyz
00,South Africa,ZAF,57.337133136712644,1.998,0.6309999999999998,2.548,2.585,N,xyz
10,South Africa,ZAF,63.27660554308984,2.16,1.0728571428571425,2.8300000000000005,3.472857142857143,N,xyz
80,South Korea,KOR,490.374807987711,11.89,0.0,3.6300000000000003,3.02,N,xyz
90,South Korea,KOR,512.1672934810683,12.873,0.0,2.809,3.498,N,xyz
00,South Korea,KOR,391.40033021109514,13.581999999999999,0.0,2.8600000000000003,3.396,N,xyz
10,South Korea,KOR,346.73374238180105,11.427142857142856,0.0,2.4800000000000004,3.352857142857143,N,xyz
80,Spain,ESP,128.849103358331,1.96,1.3199999999999998,2.1500000000000004,2.38,N,xyz
90,Spain,ESP,141.6442246205295,1.7280000000000002,1.541,2.399,2.38,N,xyz
00,Spain,ESP,144.95436561310098,2.27,1.77,2.681,2.854,N,xyz
10,Spain,ESP,141.58753220798116,3.325714285714286,1.9714285714285713,2.778571428571429,3.025714285714286,N,xyz
80,Sri Lanka,LKA,190.158888888889,0.83,,,,Y,xyz
90,Sri Lanka,LKA,240.8549450523264,0.908,,,,Y,xyz
00,Sri Lanka,LKA,277.4474612953826,0.783,,,,Y,xyz
10,Sri Lanka,LKA,208.21541244341188,0.6671428571428571,,,,Y,xyz
02,Sudan,SDN,3.32788732905066,0.12,,,1.73,Y,xyz
12,Sudan,SDN,5.93939745932549,0.12,,,2.504,Y,xyz
80,Suriname,SUR,17.5438596491228,3.19,,,,Y,xyz
90,Suriname,SUR,85.77894736842103,2.5309999999999997,,,,Y,xyz
00,Suriname,SUR,179.85242839198185,6.647,,,,Y,xyz
10,Suriname,SUR,204.052757718181,10.654285714285715,,,,Y,xyz
80,Sweden,SWE,115.543118620204,0.81,4.16,4.32,5.23,N,xyz
90,Sweden,SWE,109.7065106202298,0.575,4.131,3.9120000000000004,5.23,N,xyz
00,Sweden,SWE,90.27552854921947,0.775,4.16,4.134,5.23,N,xyz
10,Sweden,SWE,90.76558908574826,0.6642857142857144,4.16,4.32,5.2299999999999995,N,xyz
80,Switzerland,CHE,415.902898191727,5.34,5.05,5.71,5.640000000000001,N,xyz
90,Switzerland,CHE,314.3104072299323,4.08,5.809,5.854,5.885,N,xyz
00,Switzerland,CHE,217.9199634589686,3.961,5.851,6.093,5.761,N,xyz
10,Switzerland,CHE,201.3391599891303,4.9557142857142855,5.815714285714286,6.304285714285713,5.751428571428571,N,xyz
80,Syria,SYR,62.2661207778915,0.15,,0.31000000000000005,1.54,Y,xyz
90,Syria,SYR,72.1460899777737,0.20400000000000001,,0.5979999999999999,2.161,Y,xyz
00,Syria,SYR,72.00903951392873,0.254,,0.5539999999999999,2.4459999999999997,Y,xyz
10,Syria,SYR,15.484655667347896,0.25,,0.6842857142857142,2.1128571428571425,Y,xyz
82,Tajikistan,TJK,148.837209302326,2.31,0.9899999999999998,0.75,0.9099999999999993,N,xyz
92,Tajikistan,TJK,52.069791087023226,0.7779999999999999,0.8109999999999997,0.807,1.1279999999999997,N,xyz
02,Tajikistan,TJK,16.407370097463975,0.29100000000000004,1.5309999999999997,1.453,2.3329999999999997,N,xyz
12,Tajikistan,TJK,19.179746111709143,0.306,1.9619999999999997,1.748,3.04,N,xyz
80,Tanzania,TZA,5.2,0.0,,1.77,2.0400000000000005,Y,xyz
90,Tanzania,TZA,3.86193500452231,0.013000000000000001,,2.018,1.2870000000000004,Y,xyz
00,Tanzania,TZA,5.157905272044529,0.0,,2.1390000000000002,1.7660000000000005,Y,xyz
10,Tanzania,TZA,10.009942026523344,0.0,,1.662857142857143,1.0800000000000003,Y,xyz
80,Thailand,THA,59.665656796616,0.91,,0.0,0.6099999999999999,Y,xyz
90,Thailand,THA,87.16250900139025,1.05,,0.0,0.6589999999999998,Y,xyz
00,Thailand,THA,128.3723335716793,2.945,,0.0,0.7839999999999999,Y,xyz
10,Thailand,THA,156.91398191022944,1.907142857142857,,0.0,1.0328571428571427,Y,xyz
80,Togo,TGO,5.47619047619048,0.15,,,,Y,xyz
90,Togo,TGO,6.512155306306281,0.096,,,,Y,xyz
00,Togo,TGO,3.8420058639880823,0.127,,,,Y,xyz
10,Togo,TGO,7.3689562860210875,0.27285714285714285,,,,Y,xyz
92,Tonga,TON,0.0,0.43,,,,Y,xyz
02,Tonga,TON,4.698118872549019,0.414,,,,Y,xyz
12,Tonga,TON,9.049019883040936,0.47800000000000004,,,,Y,xyz
80,Tunisia,TUN,28.8415262976968,0.19,,0.9400000000000002,1.27,Y,xyz
90,Tunisia,TUN,34.56112643920212,0.185,,0.9330000000000002,1.3860000000000001,Y,xyz
00,Tunisia,TUN,42.83214766410672,0.194,,1.0200000000000002,1.798,Y,xyz
10,Tunisia,TUN,46.39914258413031,0.19571428571428573,,1.0242857142857145,1.7871428571428574,Y,xyz
80,Turkey,TUR,76.5821398141762,1.08,1.52,2.1999999999999997,2.12,N,xyz
90,Turkey,TUR,78.63385075859273,1.0779999999999998,1.6219999999999999,2.1929999999999996,2.056,N,xyz
00,Turkey,TUR,85.6761440234394,1.359,2.004,2.3819999999999997,2.277,N,xyz
10,Turkey,TUR,112.09041112501983,1.832857142857143,2.7857142857142856,2.6814285714285715,2.7214285714285715,N,xyz
80,Uganda,UGA,0.0384,0.01,,,2.0000000000000004,Y,xyz
90,Uganda,UGA,0.4530590082614485,0.01,,,1.7900000000000003,Y,xyz
00,Uganda,UGA,1.5639219525156653,0.01,,,1.7110000000000003,Y,xyz
10,Uganda,UGA,1.9598610267337655,0.01,,,1.5614285714285716,Y,xyz
82,Ukraine,UKR,80.6906060787723,1.94,2.3200000000000003,2.9499999999999997,3.0900000000000003,N,xyz
92,Ukraine,UKR,20.63935640108528,1.166,1.8710000000000004,2.2369999999999997,2.8040000000000003,N,xyz
02,Ukraine,UKR,27.16108670939459,1.316,1.9190000000000005,2.159,2.942,N,xyz
12,Ukraine,UKR,49.656338857486624,2.372,2.6300000000000003,2.9819999999999998,3.9200000000000004,N,xyz
80,United Kingdom,GBR,360.725075528701,4.41,4.88,5.21,6.97,N,xyz
90,United Kingdom,GBR,343.7822751341857,5.409000000000001,5.286,5.593999999999999,7.557,N,xyz
00,United Kingdom,GBR,279.07798312068206,4.441,5.413,5.754,7.770999999999999,N,xyz
10,United Kingdom,GBR,244.20871960015987,2.954285714285714,3.9457142857142857,6.008571428571429,7.775714285714286,N,xyz
80,United States,USA,100.441282287425,2.14,1.6999999999999997,3.0199999999999996,2.66,N,xyz
90,United States,USA,108.9004081212355,2.295,1.7149999999999999,3.1599999999999997,2.614,N,xyz
00,United States,USA,116.5948915166025,2.354,1.6889999999999996,3.401,2.818,N,xyz
10,United States,USA,131.05713178110156,2.5500000000000003,1.7985714285714285,3.747142857142857,3.108571428571428,N,xyz
80,Uruguay,URY,57.9242546333602,1.37,,1.88,1.85,Y,xyz
90,Uruguay,URY,76.04527055080827,2.106,,2.167,2.2369999999999997,Y,xyz
00,Uruguay,URY,115.8894406375917,6.0920000000000005,,2.599,2.557,Y,xyz
10,Uruguay,URY,173.286754597449,7.394285714285714,,2.5728571428571425,3.1357142857142857,Y,xyz
80,Venezuela,VEN,153.248587570621,0.5,,,0.33999999999999986,Y,xyz
90,Venezuela,VEN,108.61771274107839,1.113,,,1.0380000000000003,Y,xyz
00,Venezuela,VEN,139.88111612627682,1.176,,,2.9650000000000003,Y,xyz
10,Venezuela,VEN,189.85819120879142,1.19,,,2.985714285714286,Y,xyz
80,Vietnam,VNM,104.940812886308,3.28,,,,Y,xyz
90,Vietnam,VNM,242.2630183766809,3.247,,,,Y,xyz
00,Vietnam,VNM,348.15988167797633,2.055,,,,Y,xyz
10,Vietnam,VNM,422.93685529633615,1.7871428571428571,,,,Y,xyz
80,World,OWID_WRL,101.95271627048,1.54,2.2700000000000005,2.42,2.5599999999999996,N,xyz
90,World,OWID_WRL,98.85663989030903,1.814,2.0860000000000003,2.317,2.5949999999999998,N,xyz
00,World,OWID_WRL,117.2021418968043,2.315,2.4010000000000002,2.573,2.8699999999999997,N,xyz
10,World,OWID_WRL,136.106176669567,2.65,2.8714285714285714,2.9185714285714286,3.298571428571428,N,xyz
80,Yemen,YEM,14.7465528562049,0.44,,1.05,1.58,Y,xyz
90,Yemen,YEM,9.318771836789532,0.518,,1.1380000000000001,1.5090000000000001,Y,xyz
00,Yemen,YEM,11.724909465033566,0.43,,0.799,1.477,Y,xyz
10,Yemen,YEM,16.50301100657679,0.07714285714285715,,0.7214285714285715,1.6971428571428573,Y,xyz
80,Zambia,ZMB,20.5811138014528,0.37,,0.7200000000000002,4.390000000000001,Y,xyz
90,Zambia,ZMB,19.98573938934604,0.457,,0.8690000000000001,4.5040000000000004,Y,xyz
00,Zambia,ZMB,27.5127986565926,0.394,,0.9490000000000001,4.57,Y,xyz
10,Zambia,ZMB,53.595569482264196,0.18571428571428572,,1.0142857142857142,4.57,Y,xyz
80,Zimbabwe,ZWE,57.6237113402062,1.9,,2.79,4.65,Y,xyz
90,Zimbabwe,ZWE,49.69082311777027,0.9099999999999999,,2.79,4.65,Y,xyz
00,Zimbabwe,ZWE,30.67583703608434,0.787,,2.79,3.4690000000000003,Y,xyz
10,Zimbabwe,ZWE,25.99619047619047,0.62,,2.79,2.2,Y,xyz
